fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
6.7,0.33,0.36,6.6,0.042,34.0,116.0,0.99123,2.97,0.31,12.2,8
6.7,0.33,0.34,7.5,0.036,39.0,124.0,0.99123,2.99,0.32,12.4,8
6.9,0.36,0.35,8.6,0.038,37.0,125.0,0.9916,3.0,0.32,12.4,8
7.0,0.17,0.36,6.4,0.055,42.0,123.0,0.99318,3.11,0.5,11.0,8
7.1,0.26,0.37,5.5,0.025,31.0,105.0,0.99082,3.06,0.33,12.6,8
5.3,0.3,0.16,4.2,0.029,37.0,100.0,0.9905,3.3,0.36,11.8,8
6.5,0.26,0.31,3.6,0.03,36.0,92.0,0.99026,3.22,0.62,12.6,8
6.6,0.23,0.3,4.6,0.06,29.0,154.0,0.99142,3.23,0.49,12.2,8
5.6,0.12,0.33,2.9,0.044,21.0,73.0,0.98896,3.17,0.32,12.9,8
5.6,0.12,0.33,2.9,0.044,21.0,73.0,0.98896,3.17,0.32,12.9,8
6.1,0.28,0.27,4.7,0.03,56.0,140.0,0.99042,3.16,0.42,12.5,8
6.1,0.28,0.27,4.7,0.03,56.0,140.0,0.99042,3.16,0.42,12.5,8
6.9,0.28,0.3,8.3,0.026,37.0,113.0,0.99139,2.99,0.38,12.3,8
6.3,0.29,0.28,4.7,0.059,28.0,81.0,0.99036,3.24,0.56,12.7,8
6.2,0.28,0.28,4.3,0.026,22.0,105.0,0.989,2.98,0.64,13.1,8
6.6,0.15,0.32,6.0,0.033,59.0,128.0,0.99192,3.19,0.71,12.1,8
6.6,0.15,0.32,6.0,0.033,59.0,128.0,0.99192,3.19,0.71,12.1,8
6.7,0.24,0.3,3.85,0.042,105.0,179.0,0.99189,3.04,0.59,11.3,8
6.6,0.16,0.36,1.1,0.031,27.0,93.0,0.98884,3.23,0.34,13.2,8
6.7,0.24,0.3,3.85,0.042,105.0,179.0,0.99189,3.04,0.59,11.3,8
6.5,0.3,0.27,4.0,0.038,37.0,97.0,0.99026,3.2,0.6,12.6,8
6.2,0.37,0.24,6.1,0.032,19.0,86.0,0.98934,3.04,0.26,13.4,8
6.5,0.3,0.27,4.0,0.038,37.0,97.0,0.99026,3.2,0.6,12.6,8
5.4,0.45,0.27,6.4,0.033,20.0,102.0,0.98944,3.22,0.27,13.4,8
6.2,0.37,0.24,6.1,0.032,19.0,86.0,0.98934,3.04,0.26,13.4,8
6.7,0.28,0.31,7.4,0.041,7.0,81.0,0.99254,3.04,0.47,11.4,8
5.7,0.15,0.47,11.4,0.035,49.0,128.0,0.99456,3.03,0.34,10.5,8
5.4,0.53,0.16,2.7,0.036,34.0,128.0,0.98856,3.2,0.53,13.2,8
5.8,0.32,0.28,4.3,0.032,46.0,115.0,0.98946,3.16,0.57,13.0,8
5.0,0.29,0.54,5.7,0.035,54.0,155.0,0.98976,3.27,0.34,12.9,8
5.4,0.53,0.16,2.7,0.036,34.0,128.0,0.98856,3.2,0.53,13.2,8
5.8,0.32,0.28,4.3,0.032,46.0,115.0,0.98946,3.16,0.57,13.0,8
7.3,0.41,0.29,1.8,0.032,26.0,74.0,0.98889,2.96,0.35,13.0,8
7.0,0.22,0.26,9.2,0.027,37.0,122.0,0.99228,3.06,0.34,12.5,8
7.0,0.22,0.26,9.2,0.027,37.0,122.0,0.99228,3.06,0.34,12.5,8
5.4,0.46,0.15,2.1,0.026,29.0,130.0,0.98953,3.39,0.77,13.4,8
5.4,0.46,0.15,2.1,0.026,29.0,130.0,0.98953,3.39,0.77,13.4,8
6.9,0.22,0.28,7.8,0.05,43.0,116.0,0.99326,3.22,0.6,11.5,8
6.6,0.5,0.26,11.3,0.029,32.0,110.0,0.99302,3.27,0.78,12.9,8
6.5,0.33,0.24,14.5,0.048,20.0,96.0,0.99456,3.06,0.3,11.5,8
6.5,0.43,0.31,3.6,0.046,19.0,143.0,0.99022,3.15,0.34,12.0,8
6.3,0.17,0.32,1.0,0.04,39.0,118.0,0.98886,3.31,0.4,13.1,8
7.1,0.45,0.24,2.7,0.04,24.0,87.0,0.98862,2.94,0.38,13.4,8
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
6.8,0.24,0.29,2.0,0.044,15.0,96.0,0.99232,3.23,0.64,10.4,8
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
5.2,0.3,0.34,1.5,0.038,18.0,96.0,0.98942,3.56,0.48,13.0,8
6.4,0.32,0.25,5.0,0.055,28.0,138.0,0.99171,3.27,0.5,12.4,8
4.4,0.32,0.39,4.3,0.03,31.0,127.0,0.98904,3.46,0.36,12.8,8
3.9,0.225,0.4,4.2,0.03,29.0,118.0,0.989,3.57,0.36,12.8,8
5.8,0.28,0.34,2.2,0.037,24.0,125.0,0.98986,3.36,0.33,12.8,8
10.0,0.9,0.81,41.8,0.182,172.2,226.2,1.02149,3.26,0.99,10.6,8
10.4,1.09,1.03,42.6,0.281,150.7,265.3,1.02265,3.46,1.07,10.3,8
13.4,0.29,1.1,51.0,0.42,138.3,287.5,1.03496,3.42,1.09,11.0,8
13.5,1.11,1.43,40.4,0.052,152.6,320.4,1.02028,2.88,1.78,12.4,8
10.8,1.18,1.06,44.1,0.344,226.5,337.5,1.01344,3.36,1.2,13.1,8
11.9,1.29,1.36,28.8,0.253,196.5,300.3,1.03018,2.91,1.6,11.8,8
12.8,0.75,0.92,34.7,0.185,245.3,224.1,1.01933,3.25,1.3,11.9,8
10.1,1.11,1.33,23.7,0.338,140.8,265.7,1.03097,3.43,1.07,12.1,8
13.5,1.14,0.87,31.4,0.218,212.2,225.6,1.01335,2.9,1.53,11.4,8
12.4,0.88,1.49,44.7,0.215,224.7,246.5,1.01918,3.16,1.3,11.9,8
9.6,1.12,1.55,45.1,0.276,198.9,203.1,0.99894,3.27,1.13,11.9,8
11.2,1.28,1.07,34.4,0.188,167.3,366.9,1.01731,3.24,1.3,12.6,8
11.5,1.17,1.21,40.7,0.093,100.8,150.1,1.01583,3.27,1.41,10.3,8
13.2,0.96,0.66,52.7,0.444,145.3,402.1,1.01635,2.98,1.64,10.7,8
8.9,0.37,1.38,29.2,0.275,124.5,277.4,1.02536,3.39,1.03,10.8,8
10.3,0.89,0.92,44.6,0.279,135.2,177.8,1.02258,3.33,0.98,11.4,8
11.5,0.87,0.7,51.5,0.221,144.3,285.0,1.01833,3.05,0.77,10.8,8
13.8,0.81,0.87,52.6,0.315,142.1,321.7,1.01786,3.53,1.34,10.6,8
13.7,0.69,0.42,39.3,0.214,226.7,257.6,1.01045,3.11,0.94,10.4,8
12.5,0.4,1.12,32.2,0.338,146.0,212.0,1.0133,3.14,1.65,10.5,8
10.4,1.25,0.78,34.0,0.194,180.8,166.5,1.01193,2.99,1.45,11.3,8
10.1,0.91,1.12,48.6,0.251,162.2,256.6,1.01319,3.19,1.04,10.5,8
8.1,1.1,1.11,42.3,0.228,170.0,353.6,1.01061,3.12,1.31,12.9,8
5.9,1.21,1.03,55.6,0.374,217.5,306.8,1.00404,3.31,1.13,11.7,8
12.0,1.06,1.39,49.1,0.453,258.1,314.1,1.01346,3.08,1.02,10.4,8
7.9,0.79,1.12,36.6,0.256,136.5,344.0,1.01096,3.16,1.24,13.4,8
11.8,0.96,0.88,29.4,0.246,200.2,226.7,1.01148,3.15,1.3,10.7,8
10.5,0.34,0.68,49.3,0.213,161.4,254.9,1.01724,2.97,1.19,12.8,8
11.9,0.84,0.82,30.9,0.279,197.5,326.4,1.01422,2.99,1.4,10.2,8
8.4,0.65,1.48,37.7,0.148,77.1,193.7,1.00841,3.52,1.44,11.3,8
6.5,1.04,0.77,54.9,0.268,170.9,321.2,1.01585,3.25,1.26,13.6,8
9.7,0.58,1.17,39.9,0.262,73.0,274.4,1.02105,3.37,0.94,13.5,8
8.2,1.11,0.85,38.0,0.176,171.1,334.2,1.01009,3.28,1.11,12.5,8
10.4,1.08,1.17,36.1,0.092,162.0,362.1,1.00073,3.2,1.68,12.4,8
13.5,0.76,1.23,38.4,0.275,157.2,137.1,1.01133,3.09,1.55,11.5,8
10.2,0.8,0.99,40.6,0.252,199.3,296.6,1.01455,3.37,0.9,12.4,8
9.0,0.78,0.96,41.7,0.181,115.1,260.0,1.01593,2.99,1.16,13.7,8
10.9,0.87,1.14,46.2,0.268,108.4,343.2,1.01838,3.19,1.21,12.1,8
11.5,0.99,0.96,39.2,0.337,243.2,288.1,1.02302,3.24,1.49,11.9,8
11.8,1.19,0.73,37.4,0.134,246.4,265.3,1.02436,3.01,1.12,10.4,8
11.4,1.07,1.03,49.3,0.345,235.3,371.3,1.01529,3.21,0.88,12.2,8
10.8,1.06,1.33,40.6,0.159,158.3,101.6,1.01964,3.31,0.86,9.9,8
11.6,1.21,1.09,31.4,0.133,204.8,252.1,1.01635,3.0,1.28,11.4,8
11.0,1.01,1.38,47.0,0.228,241.9,304.2,1.00762,3.12,1.46,9.7,8
11.4,1.31,0.98,46.5,0.237,220.8,201.3,1.03115,2.98,1.82,11.8,8
8.7,0.94,0.94,47.7,0.15,227.5,349.3,1.00939,3.35,0.99,10.0,8
9.2,1.17,0.64,40.2,0.143,212.9,322.0,1.02369,3.37,0.99,12.3,8
12.5,1.15,1.34,43.6,0.273,123.1,265.5,1.01977,3.16,1.51,10.5,8
9.9,1.37,1.05,47.3,0.21,144.7,249.5,1.01779,3.05,1.22,10.8,8
12.8,0.88,1.37,50.4,0.143,179.9,113.0,1.01212,3.01,0.94,10.0,8
10.6,0.87,0.86,34.2,0.228,191.3,169.0,1.01541,3.09,0.89,10.2,8
12.2,1.45,1.11,36.8,0.25,259.1,404.2,1.01247,3.27,1.31,11.0,8
12.4,1.14,0.86,46.7,0.18,245.4,330.5,1.00505,3.4,1.6,11.6,8
12.0,1.24,1.1,47.1,0.341,208.6,210.2,1.02866,2.81,0.95,11.5,8
8.1,0.88,1.09,39.3,0.31,185.9,252.2,1.01691,3.18,0.99,11.9,8
9.5,1.13,1.2,35.5,0.125,203.4,133.0,1.01323,3.21,1.23,10.2,8
13.7,1.34,0.84,51.4,0.21,224.4,279.2,1.00683,2.89,1.03,11.5,8
7.6,1.06,1.04,50.4,0.304,221.5,358.8,1.01579,3.33,1.19,12.2,8
12.6,0.99,1.37,23.7,0.393,219.7,169.9,1.02096,3.54,1.4,10.1,8
13.5,1.24,0.88,24.7,0.213,189.1,164.5,1.01557,2.95,0.79,12.2,8
10.4,0.98,1.24,41.4,0.407,195.6,295.7,1.00871,3.07,1.47,12.1,8
12.3,1.13,0.67,42.1,0.341,216.0,339.7,1.00343,3.2,1.04,10.9,8
13.5,0.95,0.94,48.8,0.299,146.8,312.5,1.03437,2.97,1.76,10.9,8
10.9,0.95,1.16,42.4,0.432,165.1,304.3,1.01931,3.29,1.35,11.4,8
6.7,1.29,0.58,46.8,0.221,107.3,251.8,1.01497,2.96,0.87,11.1,8
9.8,0.86,1.28,46.1,0.285,113.1,383.6,1.0171,3.16,1.18,11.8,8
13.6,0.63,1.22,43.2,0.304,246.7,340.4,1.00167,3.18,1.6,12.4,8
11.1,1.13,0.85,41.6,0.276,205.5,336.7,1.01967,2.91,1.03,10.7,8
12.3,0.94,1.24,38.1,0.233,212.7,303.4,1.02142,2.98,1.41,11.4,8
13.1,1.21,1.12,31.9,0.243,201.9,186.8,1.02384,3.24,1.15,11.6,8
11.1,1.06,1.23,48.9,0.183,139.7,383.6,1.02589,2.96,1.38,11.7,8
11.2,1.1,0.77,54.5,0.263,126.9,328.6,1.01334,3.36,0.99,11.4,8
12.5,1.17,1.05,48.6,0.296,202.4,371.1,1.01886,2.94,1.23,12.3,8
12.6,0.52,0.75,55.4,0.415,150.4,297.8,1.01988,3.31,0.66,11.3,8
10.4,0.76,0.68,35.5,0.285,130.7,292.4,1.02328,2.93,1.0,11.8,8
12.2,0.65,1.15,53.7,0.361,220.7,301.2,1.02385,3.46,1.48,12.7,8
12.7,1.43,0.82,49.4,0.17,244.7,274.0,1.01285,3.03,0.87,11.6,8
11.4,1.13,1.06,43.9,0.279,208.4,253.1,1.01326,3.17,1.05,10.2,8
9.3,0.92,1.21,44.2,0.3,186.3,333.1,1.01937,3.29,1.25,10.5,8
11.4,1.42,1.31,52.1,0.245,244.7,257.9,1.01664,2.95,1.2,10.6,8
9.6,0.85,1.12,43.0,0.239,122.2,265.3,1.00849,3.26,1.16,12.2,8
14.2,0.89,0.97,50.9,0.356,192.3,307.7,1.0113,2.93,1.44,10.9,8
8.9,1.32,0.68,43.5,0.316,172.4,278.0,1.02835,3.07,1.09,11.8,8
9.1,0.88,0.71,43.4,0.289,93.2,254.1,1.02407,3.28,1.16,12.7,8
9.4,0.74,0.96,51.8,0.197,122.4,270.2,1.00765,3.04,1.08,12.4,8
10.4,1.18,1.22,34.0,0.156,210.8,310.2,1.00936,3.08,1.57,12.0,8
13.6,1.0,1.17,55.1,0.428,78.7,256.7,1.0242,3.36,0.87,10.3,8
9.9,1.16,1.16,19.6,0.062,185.9,269.3,1.02563,2.97,1.34,12.2,8
10.8,1.2,0.41,39.1,0.25,256.5,395.8,1.01636,3.11,1.58,11.4,8
10.5,1.01,1.27,58.1,0.406,112.2,384.5,1.03219,3.33,0.93,10.3,8
12.6,1.29,0.82,49.7,0.181,212.6,339.5,1.00614,3.2,1.13,11.5,8
8.2,0.63,1.01,52.1,0.128,165.8,388.4,1.013,3.24,1.27,11.9,8
11.7,1.23,1.08,48.6,0.29,205.6,244.7,1.01623,3.53,0.8,11.0,8
9.2,0.97,1.59,34.7,0.174,176.0,395.5,1.01452,3.45,1.41,13.8,8
12.6,0.7,1.17,27.3,0.146,92.3,283.1,1.01963,3.23,1.73,13.5,8
11.3,1.04,1.27,43.1,0.423,232.3,280.6,1.02499,3.5,1.2,11.5,8
10.0,0.69,1.32,38.5,0.384,181.2,287.7,1.0103,3.1,1.59,12.6,8
12.8,1.11,1.09,31.8,0.168,205.5,222.4,1.01285,2.97,1.46,11.0,8
13.6,1.38,0.9,42.3,0.377,189.3,185.8,1.00959,3.01,1.32,11.0,8
8.9,0.53,1.14,38.7,0.195,176.3,299.8,1.02082,3.2,1.3,11.5,8
11.3,0.69,1.01,45.2,0.262,145.1,318.7,1.02211,3.0,1.01,13.0,8
9.3,0.99,0.98,53.0,0.274,213.5,316.9,1.01025,3.06,1.24,10.7,8
14.0,1.07,0.58,52.3,0.258,209.8,285.9,1.01048,2.86,1.61,9.9,8
10.7,1.33,1.36,40.8,0.197,210.2,334.1,1.00911,3.17,1.57,10.5,8
8.7,0.73,0.92,33.5,0.3,164.2,171.1,1.02697,3.2,1.55,11.8,8
11.7,0.69,0.79,30.5,0.127,126.4,218.7,1.00933,3.21,1.84,12.2,8
9.0,1.12,0.82,34.5,0.301,128.4,304.6,1.02039,3.22,1.09,12.4,8
9.9,1.18,1.16,33.6,0.198,262.8,264.7,1.00935,3.19,0.81,10.4,8
13.8,1.02,1.14,31.8,0.306,148.3,280.9,1.01706,3.25,1.63,9.3,8
9.0,0.68,0.91,36.2,0.269,182.1,367.4,1.00558,3.16,1.31,12.7,8
10.7,1.26,1.23,55.1,0.073,192.6,329.7,1.0135,3.02,1.43,11.8,8
12.9,1.3,0.83,53.9,0.21,108.8,267.1,1.01532,3.12,1.32,11.7,8
12.1,0.72,0.72,54.9,0.232,186.5,379.0,1.01754,3.06,1.3,11.5,8
14.2,0.91,0.46,31.1,0.279,113.4,342.6,1.01009,3.07,1.06,11.1,8
9.3,1.06,0.92,32.3,0.143,215.2,94.8,1.01863,3.02,0.77,12.5,8
8.9,1.15,0.82,41.7,0.217,181.7,311.8,1.00922,3.11,1.34,12.0,8
12.6,0.58,1.46,62.1,0.467,189.4,195.4,1.02242,3.34,1.1,11.1,8
12.1,0.72,1.0,50.7,0.209,130.6,245.3,1.01791,3.38,1.13,11.3,8
9.2,1.0,0.8,30.8,0.192,199.8,343.9,1.02062,2.95,1.57,11.3,8
12.2,1.0,1.43,40.9,0.443,196.6,183.5,1.01842,3.2,1.11,10.8,8
14.0,1.08,0.83,53.7,0.463,147.3,347.9,1.02812,3.12,1.15,10.1,8
12.0,1.3,1.23,54.5,0.304,181.6,305.6,1.01663,3.01,0.79,13.0,8
11.9,0.77,0.78,32.5,0.244,140.4,249.8,1.01082,3.08,1.56,11.2,8
8.6,1.21,0.92,53.0,0.328,182.5,377.5,1.00492,2.96,1.3,11.6,8
14.0,1.3,0.92,25.8,0.312,191.0,245.3,1.01463,3.39,1.19,9.9,8
11.6,0.99,1.04,51.3,0.303,188.8,251.4,1.01665,3.18,1.18,11.4,8
11.8,1.21,0.83,38.5,0.34,152.7,282.2,1.01596,3.22,0.95,11.7,8
10.8,0.71,0.42,41.7,0.202,135.7,357.8,1.01358,3.23,1.59,10.9,8
12.1,0.99,0.71,51.6,0.244,240.0,224.7,1.00546,2.95,1.43,10.5,8
6.5,1.1,1.0,37.9,0.088,215.0,335.8,1.01687,3.11,1.69,11.6,8
12.4,0.98,1.42,34.2,0.31,166.3,346.3,1.01432,3.46,0.9,11.2,8
12.2,0.99,0.88,46.6,0.302,187.1,261.8,1.01758,3.14,1.02,9.6,8
12.9,0.88,1.06,55.4,0.47,158.6,376.0,1.0143,3.34,1.38,10.9,8
12.2,1.0,1.43,40.9,0.443,196.6,183.5,1.01842,3.2,1.11,10.8,8
12.0,1.28,0.95,39.1,0.18,119.1,229.7,1.01389,2.95,1.58,11.0,8
11.0,0.69,0.63,37.5,0.203,231.3,268.7,1.01307,3.28,1.6,10.4,8
12.9,0.95,1.33,46.3,0.385,253.6,277.6,1.00877,3.49,1.24,9.4,8
10.6,0.93,1.22,41.2,0.161,194.2,339.7,1.01236,3.34,1.48,12.4,8
7.8,0.79,1.33,32.3,0.294,141.5,226.0,1.01303,3.16,1.75,11.8,8
10.4,1.23,1.42,24.3,0.198,169.9,296.0,0.99659,3.36,1.67,11.5,8
10.6,0.83,1.21,46.2,0.167,188.3,173.5,1.02283,2.95,1.71,11.5,8
11.3,0.92,1.29,48.8,0.228,125.5,295.5,1.01007,3.08,1.49,9.9,8
8.3,0.91,1.09,41.0,0.216,198.8,327.4,1.02748,3.19,0.69,13.2,8
11.6,1.42,1.4,55.9,0.239,105.0,301.6,1.02443,2.92,1.59,12.5,8
12.2,1.35,0.59,50.2,0.35,85.6,253.4,1.01565,2.98,1.42,11.3,8
9.8,1.43,0.5,38.5,0.363,168.3,409.4,1.01282,2.91,1.5,13.1,8
10.1,1.24,1.08,38.4,0.277,220.5,356.6,1.02078,3.05,1.35,12.1,8
8.6,0.88,1.1,31.1,0.157,225.1,214.7,1.01745,3.06,1.49,10.5,8
6.1,0.87,1.21,45.3,0.152,164.6,100.0,1.01431,3.54,0.64,13.2,8
11.6,0.46,1.3,26.1,0.21,197.8,148.4,1.03206,3.01,1.1,10.0,8
11.1,1.25,1.1,31.8,0.329,178.4,349.1,1.02099,3.01,1.56,12.9,8
11.7,1.25,0.71,42.3,0.241,195.6,344.5,1.02495,3.18,1.36,12.4,8
12.1,0.72,0.72,54.9,0.232,186.5,379.0,1.01754,3.06,1.3,11.5,8
14.2,0.69,1.31,43.8,0.3,195.1,178.0,1.01687,3.1,1.0,10.6,8
13.3,0.48,1.39,52.1,0.278,172.6,204.4,1.00722,3.62,0.86,10.8,8
9.3,0.8,0.76,50.0,0.37,90.7,241.8,1.00967,3.1,1.38,11.8,8
11.9,0.97,1.04,45.7,0.34,110.8,307.2,1.0291,3.05,0.96,11.0,8
12.4,1.12,0.79,32.5,0.147,196.4,278.7,1.01018,3.1,1.08,11.4,8
12.4,1.12,0.89,57.2,0.345,160.5,227.2,1.0084,3.18,1.04,9.7,8
13.8,1.07,1.27,47.8,0.416,167.9,333.9,1.01309,3.2,0.92,11.1,8
7.4,1.4,0.33,45.4,0.205,156.0,157.8,1.01165,2.95,1.46,11.4,8
10.8,1.12,1.27,35.1,0.233,247.5,331.0,1.02826,3.05,1.42,11.2,8
13.2,1.4,0.78,50.7,0.4,212.2,252.3,1.01725,2.99,1.26,12.6,8
9.4,1.25,1.0,54.0,0.364,223.9,368.2,1.01008,3.12,1.45,10.4,8
11.6,0.63,0.97,42.4,0.119,139.4,384.5,1.02278,3.06,0.79,12.3,8
11.1,0.87,0.68,41.6,0.377,199.3,355.2,1.02086,3.11,0.92,9.1,8
13.2,1.05,0.62,37.1,0.352,129.6,249.2,1.02118,3.2,1.7,11.4,8
13.3,1.07,1.1,45.3,0.218,199.5,219.7,1.00226,3.0,1.12,11.6,8
14.1,1.32,1.1,36.0,0.407,240.8,348.3,1.0143,3.03,1.36,12.4,8
13.7,1.34,0.84,51.4,0.21,224.4,279.2,1.00683,2.89,1.03,11.5,8
12.7,1.43,0.82,49.4,0.17,244.7,274.0,1.01285,3.03,0.87,11.6,8
8.8,1.14,1.48,39.5,0.185,105.8,300.6,1.00978,3.12,1.14,12.3,8
11.1,0.82,0.53,40.0,0.319,116.9,248.5,1.00696,3.33,1.44,11.5,8
12.0,1.05,0.86,46.4,0.349,213.2,303.3,1.01043,3.45,1.55,13.2,8
11.0,0.64,1.05,45.9,0.377,178.6,314.0,1.01005,3.12,1.3,11.3,8
11.0,1.05,1.18,43.5,0.346,152.6,272.9,1.0114,3.0,1.49,11.3,8
9.0,0.55,1.49,58.4,0.269,143.0,295.5,1.02508,3.08,0.82,10.0,8
12.2,1.17,1.14,50.0,0.177,249.9,313.9,1.01973,2.94,1.1,11.2,8
8.8,1.25,1.27,57.1,0.335,103.8,235.9,1.02032,3.04,0.72,12.3,8
6.7,1.12,0.81,53.8,0.187,215.6,157.6,1.02153,3.41,1.26,12.8,8
10.0,0.75,1.01,29.8,0.35,134.2,310.4,1.00022,3.45,1.09,13.9,8
14.4,0.54,1.17,39.4,0.441,181.5,219.9,1.02719,3.61,0.74,10.7,8
9.7,1.21,0.8,53.0,0.249,148.7,375.0,1.01005,3.34,0.73,10.6,8
9.3,0.79,1.23,49.5,0.192,240.2,243.8,1.02457,3.04,1.31,11.8,8
10.8,0.87,0.99,23.3,0.207,124.9,199.5,1.01119,3.32,1.43,12.7,8
9.2,0.88,1.47,52.0,0.251,230.1,286.2,1.0219,3.28,0.9,13.9,8
12.9,0.97,1.13,35.8,0.336,182.3,190.5,1.01791,3.04,1.29,11.7,8
9.9,1.19,0.87,58.9,0.419,189.1,393.4,1.00657,3.19,1.34,13.1,8
9.2,1.35,0.85,45.1,0.08,165.6,370.0,1.01035,3.27,1.23,12.4,8
8.4,0.92,1.02,42.8,0.361,158.9,236.3,1.02022,3.18,1.23,12.8,8
7.2,0.96,0.7,47.2,0.409,135.0,225.9,1.01677,2.95,1.74,11.5,8
10.4,1.0,1.13,58.4,0.249,156.0,368.5,1.01396,2.94,1.28,10.3,8
10.1,0.85,1.11,38.5,0.307,164.5,394.1,1.01519,3.09,0.95,12.6,8
13.6,0.77,0.5,41.2,0.269,237.0,102.1,1.00384,3.18,1.42,13.0,8
8.5,0.92,1.19,43.9,0.245,163.6,352.8,1.00571,3.33,1.13,12.2,8
14.0,1.07,0.58,52.3,0.258,209.8,285.9,1.01048,2.86,1.61,9.9,8
10.9,0.68,1.11,54.1,0.37,126.0,350.4,1.02557,2.97,1.29,11.4,8
12.2,0.54,1.09,30.9,0.349,180.1,278.2,1.0105,3.73,1.08,10.2,8
13.0,1.21,1.33,60.3,0.413,201.2,286.6,1.0315,3.09,0.89,10.5,8
7.4,1.03,0.98,42.9,0.253,204.3,368.9,1.01277,3.24,1.29,12.5,8
10.1,1.24,1.08,38.4,0.277,220.5,356.6,1.02078,3.05,1.35,12.1,8
9.9,0.96,1.2,39.8,0.315,160.4,339.5,1.00459,3.19,1.15,11.0,8
5.7,1.4,1.03,31.2,0.138,211.9,167.2,1.01623,2.96,1.37,11.4,8
13.6,0.93,1.14,28.4,0.26,271.7,176.9,1.02242,2.98,1.09,10.6,8
6.8,1.22,1.01,50.2,0.104,171.5,347.3,1.0122,3.23,1.55,13.1,8
11.2,0.57,0.89,41.3,0.295,196.6,372.6,1.02803,2.88,1.47,13.4,8
12.2,0.89,1.2,35.4,0.123,76.7,325.9,1.01669,3.25,1.13,12.2,8
10.5,1.11,0.99,24.9,0.144,227.9,348.2,1.00148,3.2,1.72,11.5,8
12.2,0.83,0.87,27.1,0.107,243.5,101.3,1.01972,3.02,1.17,11.7,8
12.2,1.24,0.96,43.1,0.378,187.2,366.2,1.01147,2.95,0.9,12.4,8
10.6,1.2,0.97,41.6,0.303,181.5,331.5,1.01737,3.13,1.09,12.8,8
10.9,0.72,1.06,39.5,0.433,181.3,286.7,1.01814,2.97,1.0,12.5,8
9.7,1.12,1.27,42.6,0.339,161.7,378.9,1.01603,3.3,1.42,11.1,8
11.8,1.26,1.33,40.4,0.288,231.5,346.9,1.00979,3.38,1.78,10.5,8
9.8,0.39,1.38,35.8,0.237,132.1,259.8,1.02456,3.07,0.85,11.4,8
9.9,1.16,1.16,19.6,0.062,185.9,269.3,1.02563,2.97,1.34,12.2,8
10.5,0.87,0.81,22.5,0.17,238.1,224.1,1.01576,3.28,1.02,12.1,8
12.5,1.17,1.05,48.6,0.296,202.4,371.1,1.01886,2.94,1.23,12.3,8
10.2,0.86,0.53,27.3,0.148,170.8,222.3,1.01469,3.11,1.48,10.9,8
11.0,1.36,0.66,45.3,0.441,242.1,399.5,1.01805,3.21,1.21,11.8,8
14.0,0.92,0.87,39.8,0.18,270.6,261.9,1.00471,3.05,1.38,11.9,8
9.4,0.44,1.18,34.5,0.233,121.6,251.1,1.02747,3.13,1.36,12.6,8
8.2,0.82,0.93,28.3,0.268,211.9,313.3,1.00883,3.48,1.43,11.1,8
10.3,0.62,1.07,21.4,0.375,113.0,215.6,1.02863,3.38,1.4,12.5,8
8.6,0.77,0.74,51.4,0.16,273.1,264.5,1.02569,2.92,1.59,11.6,8
13.0,1.03,1.35,51.3,0.227,164.6,179.7,1.01908,3.15,1.11,10.4,8
7.0,1.2,1.11,41.2,0.218,251.2,303.6,1.01087,3.14,1.53,12.7,8
9.8,1.27,1.3,40.7,0.432,201.4,249.0,1.01389,2.91,1.41,12.6,8
9.4,0.45,1.33,50.3,0.166,136.9,136.8,1.01199,3.03,0.88,13.2,8
12.3,0.86,1.47,55.6,0.362,65.3,125.2,1.02754,3.04,0.85,10.1,8
12.3,0.84,1.06,45.1,0.359,195.5,356.5,1.02302,3.04,1.11,10.4,8
9.6,1.07,1.09,42.7,0.316,146.3,282.8,1.02383,3.11,1.04,11.4,8
12.8,0.92,0.86,44.6,0.397,254.7,283.3,1.00731,2.96,1.6,9.5,8
11.5,1.01,0.85,55.2,0.279,194.0,258.3,1.0188,3.15,1.17,12.8,8
10.9,1.33,1.42,35.0,0.209,241.4,271.1,1.02018,3.19,0.92,12.2,8
11.9,0.64,1.43,49.2,0.189,98.8,367.2,1.02302,2.84,0.99,12.9,8
7.3,1.19,1.07,42.3,0.219,151.8,291.9,1.00787,3.37,1.46,11.2,8
13.1,1.02,0.41,50.0,0.229,195.1,305.2,1.0101,3.16,1.06,11.7,8
9.8,0.51,0.81,47.6,0.26,233.4,177.0,1.00806,3.08,1.66,11.0,8
